MatrixSize,TimeSeconds
2,1e-06
52,0.00036
102,0.003032
152,0.010786
202,0.022553
252,0.044312
302,0.083793
352,0.126533
402,0.201912
452,0.291622
502,0.370236
552,0.566801
602,0.719618
652,0.921237
702,1.074062
752,1.448814
802,1.71921
852,2.147737
902,2.327339
952,3.081138
